url,date_on_archive_utc_iso
https://kyivindependent.com/egyptian-pow-didnt-need-money-but-went-to-fight-for-russia/,2025-06-06T17:42:58+00:00
https://kyivindependent.com/russias-national-guard-kills-man-attempting-drone-attack-on-military-site-agency-claims/,2025-06-06T17:15:00+00:00
https://kyivindependent.com/how-ukraines-own-peaky-blinders-mastered-the-art-of-bomber-drones/,2025-06-06T17:03:00+00:00
https://kyivindependent.com/russia-cuts-key-interest-rate-for-first-time-since-2022/,2025-06-06T15:51:01+00:00
https://kyivindependent.com/trump-offers-germany-us-gas-deals-but-no-promises-on-ukraine-aid-or-russia-sanctions/,2025-06-06T14:51:46+00:00
https://kyivindependent.com/ukrainian-drone-attack-destroys-helicopter-at-russian-airfield-in-bryansk-media-says/,2025-06-06T12:46:18+00:00
https://kyivindependent.com/moscow-ready-to-grant-musk-asylum-if-necessary-amid-rift-with-trump-russian-official-says/,2025-06-06T11:48:00+00:00
https://kyivindependent.com/loud-night-in-kyiv-dad-us-envoys-daughter-appeals-to-kellogg-during-russian-attack/,2025-06-06T11:03:17+00:00
https://kyivindependent.com/eu-considers-adding-russia-to-money-laundering-gray-list-financial-times-reports/,2025-06-06T09:56:25+00:00
https://kyivindependent.com/preemptive-strike-ukraine-strikes-russian-air-bases-ahead-of-russian-drone-missile-attack-general-staff-says/,2025-06-06T08:53:00+00:00
https://kyivindependent.com/5-killed-73-injured-in-russian-attacks-on-ukraine-over-past-day/,2025-06-06T07:47:00+00:00
https://kyivindependent.com/russia-plans-to-occupy-ukraine-east-of-dnipro-cut-black-sea-access-ukrainian-official-says/,2025-06-06T06:31:47+00:00
https://kyivindependent.com/general-staff-russia-has-lost-993-910-troops-in-ukraine-since-feb-24-2022/,2025-06-06T05:51:18+00:00
https://kyivindependent.com/explosions-rock-engels-in-russias-saratov-oblast-amid-reported-drone-attack/,2025-06-06T05:34:00+00:00
https://kyivindependent.com/russian-weapons-plant-hit-by-drones-in-tambov-oblast-media-reports/,2025-06-06T04:39:00+00:00
https://kyivindependent.com/eu-tariffs-on-ukrainian-goods-return-after-3-years-of-war-complicating-kyivs-path-to-european-integration/,2025-06-05T23:53:00+00:00
https://kyivindependent.com/sometimes-youre-better-off-letting-them-fight-trump-says-on-russia-ukraine-war/,2025-06-05T20:40:00+00:00
https://kyivindependent.com/russia-bombs-central-kherson-partially-destroys-regional-administration-building/,2025-06-05T19:24:00+00:00
https://kyivindependent.com/in-show-of-unity-us-appoints-next-chief-of-natos-european-command/,2025-06-05T18:55:58+00:00
https://kyivindependent.com/ukraine-war-latest-85/,2025-06-05T18:25:01+00:00
https://kyivindependent.com/russian-sanctions-deadline-is-in-my-brain-trump-says-dismisses-timeline-to-impose-additional-sanctions/,2025-06-05T17:54:00+00:00
https://kyivindependent.com/russias-response-to-operation-spiderweb-is-likely-not-going-to-be-pretty-trump-says/,2025-06-05T17:41:16+00:00
https://kyivindependent.com/not-destroyed-but-damaged-russia-claims-it-will-repair-bombers-struck-in-operation-spiderweb-official-says/,2025-06-05T15:38:00+00:00
https://kyivindependent.com/time-to-put-an-end-to-insanity-of-war-brazils-lula-told-putin-calls-for-restraint-following-operation-spiderweb/,2025-06-05T14:41:00+00:00
https://kyivindependent.com/in-wartime-ukraine-a-university-grows-and-reclaims-a-space-once-reserved-for-the-corrupt/,2025-06-05T14:19:00+00:00
https://kyivindependent.com/controversial-russian-literature-prize-sparks-debate-on-separating-culture-from-war-crimes/,2025-06-05T14:14:03+00:00
https://kyivindependent.com/without-justice-war-will-come-back-veteran-reporter-says/,2025-06-05T14:09:39+00:00
https://kyivindependent.com/damage-disruptions-reported-following-explosion-on-train-tracks-in-russias-voronezh-oblast/,2025-06-05T13:41:00+00:00
https://kyivindependent.com/putin-tells-new-pope-kyiv-seeks-to-escalate-war-urges-vatican-support-for-moscow-linked-church-in-ukraine/,2025-06-05T12:51:00+00:00
https://kyivindependent.com/slovak-parliament-urges-government-to-reject-new-russia-sanctions/,2025-06-05T12:42:02+00:00
https://kyivindependent.com/russia-aims-to-produce-2-million-fpv-drones-in-2025-ukrainian-intelligence-says/,2025-06-05T11:45:57+00:00
https://kyivindependent.com/trump-privately-praises-ukraines-drone-strike-on-russian-bombers-as-badass-axios-reports/,2025-06-05T11:21:00+00:00
https://kyivindependent.com/5-killed-6-injured-in-russian-drone-strike-on-chernihiv-oblast/,2025-06-05T10:08:00+00:00
https://kyivindependent.com/ukraine-strikes-russian-missile-base-in-bryansk-oblast-damages-iskander-launchers-ukrainian-military-says/,2025-06-05T09:35:00+00:00
https://kyivindependent.com/russia-impersonating-ukraines-security-service-to-recruit-saboteurs-sbu-warns/,2025-06-05T08:59:13+00:00
https://kyivindependent.com/8-killed-46-injured-in-russian-attacks-on-ukraine-over-past-day/,2025-06-05T08:31:36+00:00
https://kyivindependent.com/kim-reaffirms-unconditional-support-for-russias-war-in-ukraine-during-shoigu-visit/,2025-06-05T07:22:54+00:00
https://kyivindependent.com/ukraine-us-aim-to-launch-mineral-investment-fund-by-years-end/,2025-06-05T07:03:37+00:00
https://kyivindependent.com/general-staff-russia-has-lost-992-750-troops-in-ukraine-since-feb-24-2022/,2025-06-05T06:08:52+00:00
https://kyivindependent.com/russia-missile-drone-attacks-on-kharkiv-injures-17-including-2-children/,2025-06-05T04:57:00+00:00
https://kyivindependent.com/reuters-ukraine-struck-fewer-russian-bombers-during-operation-spiderweb-than-estimated-us-officials-claim/,2025-06-05T03:57:58+00:00
https://kyivindependent.com/trump-administration-redirecting-anti-drone-tech-from-ukraine-to-us-forces-in-middle-east-wsj-reports/,2025-06-05T02:42:30+00:00
https://kyivindependent.com/russia-launches-over-48-000-aerial-attacks-in-6-months-zelensky-says/,2025-06-05T00:58:00+00:00
https://kyivindependent.com/trump-urges-senate-to-postpone-vote-on-russia-sanctions-bill/,2025-06-04T23:36:00+00:00
https://kyivindependent.com/russia-seeks-to-deploy-10000-troops-to-transnistria-and-potentially-undermine-election-moldovan-pm-recean-says/,2025-06-04T22:05:00+00:00
https://kyivindependent.com/zelensky-to-consider-allowing-private-army-formations-after-latest-ultimatums-from-russia/,2025-06-04T20:16:45+00:00
https://kyivindependent.com/putin-stays-silent-on-ukraines-strikes-that-hit-41-russian-bombers-cause-7-billion-in-damage/,2025-06-04T17:48:00+00:00
https://kyivindependent.com/putin-will-have-to-respond-to-ukraines-attack-on-russian-bombers-trump-says-after-call-with-kremlin-chief/,2025-06-04T17:38:00+00:00
https://kyivindependent.com/ukraine-war-latest-kyiv-hacks-russian-bomber-maker-putins-disregard-for-troops-highlighted-as-russian-losses-near-1-million/,2025-06-04T16:46:00+00:00
https://kyivindependent.com/cultural-diplomacy-or-cover-for-espionage-why-russian-cultural-centers-remain-open-across-the-globe/,2025-06-04T16:43:00+00:00
https://kyivindependent.com/ukraine-reforms-tracker-weekly-issue-28/,2025-06-04T15:40:03+00:00
https://kyivindependent.com/with-music-festival-honoring-fallen-combat-medic-ukrainians-reinvent-memorial-culture/,2025-06-04T15:18:00+00:00
https://kyivindependent.com/putin-casts-doubt-on-peace-talks-accuses-ukraine-of-deadly-bridge-attack-in-russia/,2025-06-04T15:01:00+00:00
https://kyivindependent.com/new-footage-from-ukraines-operation-spiderweb-hitting-russian-bombers/,2025-06-04T14:42:04+00:00
https://kyivindependent.com/ukraines-sbu-releases-exclusive-footage-of-operation-spiderweb-targeting-russias-strategic-aircraft/,2025-06-04T14:29:00+00:00
https://kyivindependent.com/ukraine-to-bring-home-500-pows-from-russia-in-weekend-prisoner-swap-zelensky-says/,2025-06-04T13:46:00+00:00
https://kyivindependent.com/exclusive-ukraine-could-face-500-russian-drones-a-night-as-kremlin-builds-new-launch-sites/,2025-06-04T13:42:06+00:00
https://kyivindependent.com/putins-disregard-for-troops-highlighted-as-russian-losses-approach-1-million-csis-report-shows/,2025-06-04T13:08:55+00:00
https://kyivindependent.com/ukraine-wouldnt-launch-operation-spiderweb-if-russia-agreed-to-ceasefire-zelensky-says/,2025-06-04T12:53:00+00:00
https://kyivindependent.com/russia-strikes-ukrainian-military-training-unit-in-poltava-oblast-military-says/,2025-06-04T12:45:00+00:00
https://kyivindependent.com/there-is-nothing-secret-left-ukraine-hacks-russias-tupolev-aircraft-manufacturer-source-claims/,2025-06-04T12:09:00+00:00
https://kyivindependent.com/us-hasnt-decided-on-new-ukraine-military-aid-focuses-on-peace-deal-nato-envoy-says/,2025-06-04T11:55:00+00:00
https://kyivindependent.com/ukraine-passes-budget-code-changes-to-implement-us-mineral-deal/,2025-06-04T11:42:59+00:00
https://kyivindependent.com/ukraines-operation-spiderweb-ranks-with-raid-on-bin-laden-us-senator-blumenthal-says/,2025-06-04T10:40:34+00:00
https://kyivindependent.com/kremlin-confirms-explosion-at-crimean-bridge-after-sbu-bombing-claims-no-damage/,2025-06-04T10:20:00+00:00
https://kyivindependent.com/france-belgium-eu-plan-to-halt-russian-lng-imports/,2025-06-04T09:48:00+00:00
https://kyivindependent.com/for-the-first-time-pentagon-chief-to-skip-ramstein-format-meeting-of-ukraines-allies/,2025-06-04T09:22:00+00:00
https://kyivindependent.com/fire-erupts-at-russian-military-engine-plant-hit-by-us-sanctions/,2025-06-04T09:17:17+00:00
https://kyivindependent.com/trump-raises-steel-aluminum-tariffs-to-50-hitting-key-ukrainian-export/,2025-06-04T07:44:54+00:00
https://kyivindependent.com/ukraine-strike-on-russian-bombers-could-escalate-war-kellogg-says/,2025-06-04T07:18:28+00:00
https://kyivindependent.com/attacks-155/,2025-06-04T07:17:00+00:00
https://kyivindependent.com/operation-spiderweb-everything-we-know-about-ukraines-audacious-attack-on-russias-heavy-bombers/,2025-06-04T07:12:00+00:00
https://kyivindependent.com/enemy-bombers-are-burning-en-masse-ukraines-sbu-drones-hit-more-than-40-russian-aircraft/,2025-06-04T07:09:00+00:00
https://kyivindependent.com/kremlin-comments-unprecedented-drone-strikes-on-russian-airfields-launches-investigation/,2025-06-04T06:13:37+00:00
https://kyivindependent.com/ukraine-defaults-on-gdp-linked-sovereign-debt-payment/,2025-06-04T05:35:17+00:00
https://kyivindependent.com/general-staff-russia-has-lost-991-820-troops-in-ukraine-since-feb-24-2022/,2025-06-04T05:16:31+00:00
https://kyivindependent.com/rare-russian-spy-planes-damaged-in-ukraines-operation-spiderweb-telegraph-reports/,2025-06-04T05:12:00+00:00
https://kyivindependent.com/uk-to-provide-ukraine-with-100-000-drones-by-april-2026/,2025-06-04T04:42:00+00:00
https://kyivindependent.com/trump-official-who-shut-down-counter-disinformation-bureau-has-links-to-russia-telegraph-reports/,2025-06-04T03:07:00+00:00
https://kyivindependent.com/latvia-joins-un-security-council-for-first-time/,2025-06-04T01:06:00+00:00
https://kyivindependent.com/nato-urging-europe-to-ramp-up-air-defenses-fivefold-in-face-of-russian-threat-bloomberg-reports/,2025-06-04T00:02:24+00:00
https://kyivindependent.com/orban-vows-to-do-everything-to-prevent-ukraine-from-joining-eu/,2025-06-03T23:06:34+00:00
https://kyivindependent.com/breaking-ukraines-sbu-strikes-crimean-bridge-in-underwater-attack/,2025-06-03T20:53:00+00:00
https://kyivindependent.com/trump-didnt-know-about-ukraines-drone-strike-on-russias-warplanes-white-house-confirms/,2025-06-03T20:48:00+00:00
https://kyivindependent.com/russians-at-home-and-abroad-divided-on-how-to-approach-peace-talks/,2025-06-03T20:06:00+00:00
https://kyivindependent.com/romanian-election-tests-the-tensions-in-the-western-romanian-speaking-oblast-of-ukraine/,2025-06-03T19:49:00+00:00
https://kyivindependent.com/commander-of-ukraines-unmanned-systems-forces-replaced/,2025-06-03T19:47:55+00:00
https://kyivindependent.com/there-was-blood-on-the-asphalt-russia-strikes-sumy-during-morning-rush-hour/,2025-06-03T19:26:00+00:00
https://kyivindependent.com/ukraine-war-latest-ukraine-attacks-crimean-bridge-for-3rd-time-since-beginning-of-all-out-war/,2025-06-03T19:15:00+00:00
https://kyivindependent.com/drapatyi-made-commander-of-joint-forces/,2025-06-03T18:47:00+00:00
https://kyivindependent.com/everything-we-know-about-ukraines-operation-spiderweb/,2025-06-03T18:19:54+00:00
https://kyivindependent.com/tattoos-of-war/,2025-06-03T18:18:00+00:00
https://kyivindependent.com/russia-attacks-sumy/,2025-06-03T17:44:00+00:00
https://kyivindependent.com/putin-trump-zelensky-trilateral-meeting-is-unlikely-to-happen-soon-kremlin-says/,2025-06-03T16:43:55+00:00
https://kyivindependent.com/record-number-of-russians-support-peace-talks-end-war-in-ukraine-since-february-2022-poll-shows/,2025-06-03T15:15:17+00:00
https://kyivindependent.com/ukraines-general-staff-confirms-striking-41-russian-bombers-other-aircraft-in-june-1-mass-drone-attack/,2025-06-03T15:03:18+00:00
https://kyivindependent.com/exclusive-russias-ballistic-missile-production-up-at-least-66-over-past-year-according-to-ukrainian-intel-figures/,2025-06-03T13:43:00+00:00
https://kyivindependent.com/russia-may-have-recruited-starmer-arson-suspect-via-telegram-schemes-reports/,2025-06-03T12:51:00+00:00
https://kyivindependent.com/rare-moment-of-honesty-graham-on-medvedev-saying-russia-seeks-victory-not-compromise-in-ukraine-peace-talks/,2025-06-03T12:02:00+00:00
https://kyivindependent.com/ukraine-to-deploy-new-units-to-counter-russian-drone-attacks-air-force-says/,2025-06-03T11:38:24+00:00
https://kyivindependent.com/ukrainian-drone-strike-alarms-kremlin-over-nuclear-capable-airbase-vulnerability/,2025-06-03T10:29:53+00:00
https://kyivindependent.com/ukraines-parliament-backs-bill-establishing-military-ombudsman-in-1st-reading/,2025-06-03T10:20:00+00:00
https://kyivindependent.com/ukraine-invited-to-nato-summit-zelensky-say/,2025-06-03T09:38:00+00:00
https://kyivindependent.com/speaker-johnson-backs-senate-bill-to-toughen-sanctions-on-russia/,2025-06-03T09:04:18+00:00
https://kyivindependent.com/zelenskys-chief-of-staff-flying-to-us-after-russia-peace-talks-source-says/,2025-06-03T08:29:00+00:00
https://kyivindependent.com/russia-lost-12-aircraft-ukraines-military-claims-after-drone-strike-on-russian-bombers/,2025-06-03T07:17:00+00:00
https://kyivindependent.com/russian-propagandists-split-between-downplaying-devastating-ukrainian-drone-attacks-and-issuing-threats/,2025-06-03T07:11:00+00:00
https://kyivindependent.com/russian-attacks-against-ukraine-8/,2025-06-03T07:06:57+00:00
https://kyivindependent.com/ukrainian-drone-attack-led-to-widespread-blackout-in-occupied-art-of-zaporizhzhia-kherson-oblasts-russian-proxies-claim/,2025-06-03T06:11:34+00:00
https://kyivindependent.com/general-staff-russia-has-lost-990-800-troops-in-ukraine-since-feb-24-2022/,2025-06-03T05:11:00+00:00
https://kyivindependent.com/uk-government-fully-prepared-to-sue-russian-oligarch-abramovich-over-chelsea-fc-sale/,2025-06-03T04:51:00+00:00
https://kyivindependent.com/russia-stalling-staging-diplomatic-show-in-peace-talks-with-ukraine-umerov-says/,2025-06-03T03:14:00+00:00
https://kyivindependent.com/we-face-war-in-europe-uk-announces-major-defense-spending-boost-amid-russian-threat/,2025-06-03T01:31:00+00:00
https://kyivindependent.com/russia-admitted-to-taking-ukrainian-children-during-latest-peace-talks-zelensky-says/,2025-06-02T23:44:00+00:00
https://kyivindependent.com/norway-to-help-ukraine-cover-1-billion-euro-gas-shortfall-zelensky-says/,2025-06-02T22:48:00+00:00
https://kyivindependent.com/zelensky-says-hes-ready-to-meet-with-putin-trump-in-turkey/,2025-06-02T21:19:00+00:00
https://kyivindependent.com/dtek-one-of-europes-largest-energy-storage-facilities-to-be-built-in-ukraine/,2025-06-02T21:00:00+00:00
https://kyivindependent.com/closer-to-victory-ukrainians-celebrate-operation-spiderweb-targeting-russias-heavy-bombers/,2025-06-02T20:36:00+00:00
https://kyivindependent.com/istanbul-talks-june-2/,2025-06-02T20:13:00+00:00
https://kyivindependent.com/growing-up-under-missiles-ukrainian-childhoods-shaped-by-war-photos/,2025-06-02T19:38:00+00:00
https://kyivindependent.com/ukraine-war-latest-ukraine-russia-agree-on-new-prisoner-swap-repatriation-of-6-000-bodies-of-fallen-soldiers-after-2nd-round-of-talks-in-istanbul/,2025-06-02T19:36:46+00:00
https://kyivindependent.com/idiots-zelensky-slams-russias-proposal-for-brief-truce-to-retrieve-fallen-soldiers-bodies/,2025-06-02T19:34:00+00:00
https://kyivindependent.com/who-is-nawrocki-polands-new-president-and-what-his-narrow-victory-could-mean-for-polish-ukrainian-relations/,2025-06-02T19:19:00+00:00
https://kyivindependent.com/russia-passes-peace-memorandum-to-ukraine-demanding-withdrawal-of-troops-from-4-ukrainian-regions-media-says/,2025-06-02T17:57:00+00:00
https://kyivindependent.com/ukraine-seeks-to-bring-back-up-to-1-200-people-in-next-prisoner-swap-with-russia-zelensky-says/,2025-06-02T17:40:44+00:00
https://kyivindependent.com/ukraine-russia-preparing-for-new-prisoner-swap-with-turkeys-mediation-following-2nd-round-of-peace-talks/,2025-06-02T15:41:00+00:00
https://kyivindependent.com/ukrainians-celebrate-spiderweb-operation-that-hit-dozens-of-russian-bombers/,2025-06-02T15:38:19+00:00
https://kyivindependent.com/russia-offers-ukraine-to-cease-fire-for-2-3-days-in-some-areas-of-front-line-to-collect-soldiers-bodies-medinsky-says/,2025-06-02T15:17:00+00:00
https://kyivindependent.com/ukraine-ready-to-make-concessions-on-partial-lifting-of-sanctions-against-russia-amid-ongoing-peace-talks/,2025-06-02T14:23:03+00:00
https://kyivindependent.com/portnov-family-bought-dubai-properties-worth-over-2-million-investigation/,2025-06-02T13:13:07+00:00
https://kyivindependent.com/russian-attack-injures-12-emergency-workers-in-ukraines-zaporizhzhia-oblast/,2025-06-02T12:43:05+00:00
https://kyivindependent.com/ukrainian-military-responds-to-commanders-claim-of-no-state-supplied-fpv-drones-media-reports/,2025-06-02T12:09:54+00:00
https://kyivindependent.com/russian-central-bank-head-under-pressure-to-slash-key-interest-rate-bloomberg-reports/,2025-06-02T11:17:00+00:00
https://kyivindependent.com/trump-reportedly-wasnt-informed-about-ukraines-planned-drone-strike-on-russian-bombers/,2025-06-02T10:33:00+00:00
https://kyivindependent.com/zelensky-urges-trump-to-enforce-tougher-sanctions-if-peace-talks-with-russia-stall/,2025-06-02T10:21:00+00:00
https://kyivindependent.com/34-of-russian-strategic-missile-carriers-worth-7-billion-damaged-in-ukrainian-drone-operation-sbu-reports/,2025-06-02T10:10:00+00:00
https://kyivindependent.com/russian-governor-praises-citizens-for-attacking-ukrainian-drones-with-stones/,2025-06-02T09:50:00+00:00
https://kyivindependent.com/zelensky-to-meet-top-military-officials-after-russian-strike-kills-12-at-ukrainian-training-camp/,2025-06-02T09:04:14+00:00
https://kyivindependent.com/zelensky-arrives-in-lithuania/,2025-06-02T08:28:00+00:00
https://kyivindependent.com/polish-election-too-close-to-call/,2025-06-02T08:11:00+00:00
https://kyivindependent.com/first-satellite-images-show-destroyed-russian-bombers-after-ukrainian-drone-strike-on-belaya-air-base/,2025-06-02T07:44:00+00:00
https://kyivindependent.com/russian-security-services-recruiting-ukrainians-for-illegal-activities-in-europe-ukrainian-intelligence-says/,2025-06-02T07:07:40+00:00
https://kyivindependent.com/attacks-154/,2025-06-02T06:42:35+00:00
https://kyivindependent.com/russian-defense-ministry-says-162-ukrainian-drones-shot-down-overnight/,2025-06-02T06:17:59+00:00
https://kyivindependent.com/general-staff-russia-has-lost-989-700-troops-in-ukraine-since-feb-24-2022/,2025-06-02T05:26:17+00:00
https://kyivindependent.com/russia-attacks-kharkiv-with-ballistic-missiles-drones-injuring-at-least-6-including-child/,2025-06-02T04:51:00+00:00
https://kyivindependent.com/russia-shatters-drone-record-launches-472-uavs-at-ukraine-night-before-kyivs-strike-on-russian-airfields/,2025-06-02T02:17:00+00:00
https://kyivindependent.com/lavrov-rubio-discuss-war-settlement-ahead-of-ukraine-russia-peace-talks-in-istanbul/,2025-06-02T00:31:29+00:00
https://kyivindependent.com/ukraine-war-latest-84/,2025-06-01T20:57:00+00:00
